County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Winkler,2021-09-10 00:00:00,2000,4133,2331,2050,6466,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2021-02-03 00:00:00,29680,36844,20618,18329,58448,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6700,27111,15357,13681,39990,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4695,2789,2405,6743,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2021-02-03 00:00:00,8500,9593,5492,4920,15127,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8400,12149,7061,5911,10966,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2200,8616,4764,3946,9644,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,295112,192085,123509,,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
